url,id,pub,keyword,title
https://data.cdc.gov/resource/9j2v-jamp.csv,9j2v-jamp,National Center for Health Statistics,"african americans, age, alaskan natives, american natives, asian continental ancestry group, continental population groups, death, deaths, european continental ancestry group, health us, hispanic americans, injury, mental health, mortality, sex, suicide","death rates for suicide, by sex, race, hispanic origin, and age: united states"
https://data.cdc.gov/resource/9k8a-cbgx.csv,9k8a-cbgx,data.cdc.gov,"2021, imported, indigenous, malaria, measles, nedss, netss, nndss, wonder","nndss - table 1v. malaria to measles, indigenous"
https://data.cdc.gov/resource/9kjw-3miq.csv,9kjw-3miq,Environmental Public Health Tracking,"business closure, business reopening, covid-19, executive order, government order, legal epidemiology, mitigation, proclamation, public health order, social distancing","u.s. state and territorial orders closing and reopening bars issued from march 11, 2020 through august 15, 2021 by county by day"
https://data.cdc.gov/resource/9mw4-6adp.csv,9mw4-6adp,data.cdc.gov,"asd, autism, autism prevalence, autism spectrum disorder, prevalence studies",autism prevalence studies
https://data.cdc.gov/resource/9t9r-e5a3.csv,9t9r-e5a3,data.cdc.gov,"admissions, coronavirus, covid-19, hospital capacity, hospitalizations, icu beds, inpatient beds, ncezid, respiratory-virus-response","respiratory virus response (rvr) united states hospitalization metrics by jurisdiction, timeseries – archived"
https://data.cdc.gov/resource/9tjt-seye.csv,9tjt-seye,CDC,"art, assisted reproductive technology, clinic, fertility, infertility, services, success rates",2022 final assisted reproductive technology (art) summary
https://data.cdc.gov/resource/9xc7-3a4q.csv,9xc7-3a4q,National Center for Health Statistics,"age, age group, all causes, coronavirus, covid-19, deaths, hhs region, hispanic origin, mortality, nchs, nvss, provisional, race, united states, weekly","ah provisional covid-19 deaths by hhs region, race, age 65plus"
https://data.cdc.gov/resource/9z9x-g48e.csv,9z9x-g48e,National Center for Health Statistics,"all causes, coronavirus, covid-19, deaths, hispanic origin, mortality, nchs, nvss, provisional, race, sex, united states, weekly","ah provisional covid-19 deaths by week, sex, and race and hispanic origin"
https://data.cdc.gov/resource/a5a8-jsrq.csv,a5a8-jsrq,National Center for Health Statistics,"deaths, life expectancy, mortality, nchs, nvss, sex, state, united states","u.s. state life expectancy by sex, 2018"
https://data.cdc.gov/resource/acme-vg9e.csv,acme-vg9e,CDC,"..., behavioral, brfss, county, risk, smart, survey",behavioral risk factors: selected metropolitan area risk trends (smart) county prevalence data (2010 and prior)
https://data.cdc.gov/resource/aemk-wcbf.csv,aemk-wcbf,CDC,"access to care, adults, dental cleaning, dental visits, tooth loss",nohss adult indicators - 2010 and prior brfss
https://data.cdc.gov/resource/aemt-mg7g.csv,aemt-mg7g,CDC,"admissions, coronavirus, covid-19, hospital capacity, hospitalizations, hospital occupancy, icu beds, influenza, inpatient beds","weekly united states hospitalization metrics by jurisdiction, during mandatory reporting period from august 1, 2020 to april 30, 2024, and for data reported voluntarily beginning may 1, 2024, national healthcare safety network (nhsn) - archived"
https://data.cdc.gov/resource/agz7-4mvg.csv,agz7-4mvg,NCIRD,"flu vaccination, iis, iqvia, nis, vsd","weekly cumulative influenza vaccination coverage, by flu season and race and ethnicity, medicare fee-for-service beneficiaries aged ≥65 years, united states, data source: centers for medicare & medicaid services chronic conditions warehouse"
https://data.cdc.gov/resource/aie4-agrk.csv,aie4-agrk,National Center for Health Statistics,"age, age group, census region, coronavirus, covid-19, deaths, hispanic origin, monthly, mortality, nchs, nvss, place of death, provisional, race, sex, united states","ah monthly provisional covid-19 deaths, by census region, age, and race and hispanic origin"
https://data.cdc.gov/resource/airz-k28h.csv,airz-k28h,National Center for Health Statistics,"gender identity, intimate partner violence, physical violence, research-data-center, sdoh-crime-violence, sdoh-employment, sdoh-higher-education, sdoh-high-school, sdoh-poverty-income, sdoh-social-emotional, sexual identity, sexual violence, stalking",nchs research and development survey (rands) round 5 restricted file
https://data.cdc.gov/resource/akmt-4qtj.csv,akmt-4qtj,CDC,"abuse, alcohol use, breastfeeding, contraception, infant health, medicaid, mental health, morbidity, obesity, preconception health, pregnancy history, prenatal care, reproductive health, sleep behavior, smoke exposure, stress, tobacco use, unintended pregnancy, wic",cdc pramstat data for 2006
https://data.cdc.gov/resource/akn2-qxic.csv,akn2-qxic,CDC,"admissions, coronavirus, covid-19, hospital capacity, hospitalizations, hospital occupancy, icu beds, inpatient beds, ncird-corvd",weekly united states covid-19 hospitalization metrics by county – archived
https://data.cdc.gov/resource/an65-3p9b.csv,an65-3p9b,data.cdc.gov,"cdc, centers for disease control and prevention","motor vehicle occupant death rate, by age and gender, 2012 & 2014, hhs region 1 - boston"
https://data.cdc.gov/resource/at7e-uhkc.csv,at7e-uhkc,CDC,"age-adjusted, behavioral, brfss, factor, risk, surveillance, survey",behavioral risk factors: selected metropolitan area risk trends (smart) mmsa age-adjusted prevalence data (2011 to present)
https://data.cdc.gov/resource/ay69-birh.csv,ay69-birh,data.cdc.gov,"linked medicaid data, nhcs, research-data-center, sdoh-access-to-health-care, sdoh-poverty-income, sdoh-source-of-health-care, sdoh-use-of-health-care, t-msis",national hospital care survey (nhcs) linked to centers for medicare & medicaid (cms) medicaid data
https://data.cdc.gov/resource/azmd-939x.csv,azmd-939x,Environmental Public Health Tracking,"business closure, business reopening, covid-19, executive order, government order, legal epidemiology, mitigation, proclamation, public health order, social distancing","u.s. state and territorial orders closing and reopening restaurants issued from march 11, 2020 through august 15, 2021 by county by day"
https://data.cdc.gov/resource/b2jx-uyck.csv,b2jx-uyck,CDC,"age by sex, census estimates, osh",us census annual estimates of the resident population for selected age groups by sex for the united states
https://data.cdc.gov/resource/b2qj-y9ew.csv,b2qj-y9ew,National Center for Health Statistics,"chronic health conditions, disability, firearms safety, gender identity, long covid, research-data-center, sdoh-access-to-health-care, sdoh-civic-participation, sdoh-employment, sdoh-higher-education, sdoh-high-school, sdoh-poverty-income, sdoh-source-of-health-care, sdoh-use-of-health-care, social participation, traumatic brain injury, vaccination",nchs research and development survey (rands) round 7 restricted file
https://data.cdc.gov/resource/b4av-siev.csv,b4av-siev,data.cdc.gov,"brain injury, head trauma, tbi, traumatic brain injury","rates of tbi-related emergency department visits, hospitalizations, and deaths by sex - united states, 2001 – 2010"
https://data.cdc.gov/resource/b5qi-b3hv.csv,b5qi-b3hv,National Center for Health Statistics,"nhis, sdoh-access-to-health-care, sdoh-employment, sdoh-food-access, sdoh-food-insecurity, sdoh-higher-education, sdoh-high-school, sdoh-housing-stability, sdoh-poverty-income, sdoh-source-of-health-care, sdoh-use-of-health-care, sdoh-workplace, summary health statistics",dqs nhis children summary statistics
https://data.cdc.gov/resource/b666-c5v5.csv,b666-c5v5,National Center for Health Statistics,"female, health care use, health us, hispanic, male, mexican, national health and nutrition examination survey, non-hispanic asian, non-hispanic white, prescription drugs, prescriptions, sdoh-use-of-health-care","dqs prescription drug use in the past 30 days, by sex, race and hispanic origin, and age group: united states"
https://data.cdc.gov/resource/bjpq-vm2t.csv,bjpq-vm2t,National Center for Health Statistics,"american indian and alaska native only, asian only, black non-hispanic, black only, domains of functioning, female, functional limitation, health us, hispanic, male, metropolitan statistical area, national health interview survey, native hawaiian or pacific islander only, nhis, poverty level, rural, sdoh-poverty-income, sdoh-social-emotional, urban, white non-hispanic, white only","dqs functional difficulties in adults age 18 and older, by selected characteristics: united states"
https://data.cdc.gov/resource/bptw-uw4i.csv,bptw-uw4i,data.cdc.gov,"cdc, centers for disease control and prevention","impaired driving death rate, by age and gender, 2012 & 2014, region 2 - new york"
https://data.cdc.gov/resource/brsb-akdp.csv,brsb-akdp,NCIRD,"adults, covid-19 vaccination","weekly cumulative updated 2023-24 covid-19 vaccination coverage, by race and ethnicity, medicare fee-for-service beneficiaries aged ≥65 years, united states, data source: centers for medicare & medicaid services chronic conditions warehouse"
https://data.cdc.gov/resource/bumh-rgsq.csv,bumh-rgsq,CDC,"acs, estimates, places, sdoh, zcta","sdoh measures for zcta, acs 2017-2021"
https://data.cdc.gov/resource/bxq8-mugm.csv,bxq8-mugm,National Center for Health Statistics,"all causes, alzheimer disease, cancer, causes of death, cerebrovascular disease, chronic lower respiratory disease, deaths, diabetes, diseases of heart, drug overdose, homicide, influenza, kidney disease, monthly, mortality, motor vehicle accidents, natural cause, nchs, nvss, pneumonia, respiratory disease, septicemia, suicide, unintentional injuries, united states","monthly counts of deaths by select causes, 2014-2019"
https://data.cdc.gov/resource/c49c-tp7w.csv,c49c-tp7w,data.cdc.gov,"chronic conditions, female, health us, high blood pressure, hispanic, hypertension, male, mexican, national health and nutrition examination survey, nhanes, non-hispanic asian, non-hispanic black, non-hispanic white, poverty level, sdoh-access-to-health-care, sdoh-poverty-income, sdoh-use-of-health-care","dqs hypertension in adults age 20 and older, by selected characteristics: united states."
https://data.cdc.gov/resource/cchw-gdwa.csv,cchw-gdwa,CDC,"art, assisted reproductive technology, clinic, fertility, infertility, services, success rates",2022 final assisted reproductive technology (art) success rates
https://data.cdc.gov/resource/cf5u-bm9w.csv,cf5u-bm9w,CDC,"covid, covid19, covid-19, covidnet, covid-net, hospitalization rate, hospitalizations, rate, rates by age group, rates by race and ethnicity, respiratory disease, respiratory illness, respiratory virus response, respiratory-virus-response, respnet, resp-net, surveillance",monthly rates of laboratory-confirmed covid-19 hospitalizations from the covid-net surveillance system
https://data.cdc.gov/resource/chcz-j2du.csv,chcz-j2du,National Center for Health Statistics,"age, age group, all causes, deaths, mortality, nchs, nvss, provisional, sex, united states, yearly","ah deaths by year, sex, and age for 2015-2020"
https://data.cdc.gov/resource/ci7c-73kg.csv,ci7c-73kg,Center for Forecasting and Outbreak Analytics,"cases, coronavirus, covid-19, deaths, ensemble, forecast, model",cdc covid-19 cases and deaths ensemble forecast archive
https://data.cdc.gov/resource/cjae-szjv.csv,cjae-szjv,Environmental Health Tracking Network,"air pollution, air quality, air quality index, air quality system, caa 109: clean air act section 109, daily 24 hour average concentration, daily maximum 8 hour average concentration, environmental hazard, environmental health, hourly observations, national ambient air quality standards, national environmental health tracking network, o3, oxygen, ozone, ozone residual, ozone - residual, particle pollution, particulate matter, particulate matter < 2.5 um, particulate matter - pm2.5, pm2.5, pm2.5 - local conditions, pm fine 0-2.5 um stp, regulatory resources, site monitoring data, tracking, tracking network, tracking program",air quality measures on the national environmental health tracking network
https://data.cdc.gov/resource/cjr4-kj3n.csv,cjr4-kj3n,National Center for Health Statistics,"activities of daily living, anxiety, cognitive impairment, depression, disability, opioid use, research-data-center, sdoh-civic-participation, sdoh-early-childhood, sdoh-employment, sdoh-higher-education, sdoh-high-school, sdoh-poverty-income, sdoh-social-emotional, sdoh-workplace",nchs research and development survey (rands) round 4 restricted file
https://data.cdc.gov/resource/cnd2-a6zw.csv,cnd2-a6zw,HHS,"coronavirus, covid-19, vaccine hesitancy",vaccine hesitancy for covid-19
https://data.cdc.gov/resource/cpem-dkkm.csv,cpem-dkkm,CDC,"..., behavioral, brfss, county, factor, risk, smart, survey",behavioral risk factors: selected metropolitan area risk trends (smart) county prevalence data (2011 to 2012)
https://data.cdc.gov/resource/crtu-weni.csv,crtu-weni,data.cdc.gov,"adults, diabetes, hus","selected trend table from health, united states, 2011. diabetes prevalence and glycemic control among adults 20 years of age and over, by sex, age, and race and hispanic origin: united states, selected years 1988 - 1994 through 2003 - 2006"
https://data.cdc.gov/resource/d2rk-yvas.csv,d2rk-yvas,CDC,"age-adjusted, behavioral, brfss, factor, risk, surveillance, survey",behavioral risk factor surveillance system (brfss) age-adjusted prevalence data (2011 to present)
https://data.cdc.gov/resource/d3c4-tq79.csv,d3c4-tq79,data.cdc.gov,"air pollution, asthma, environmental health, ozone","daily census tract-level ozone concentrations, 2001-2005"
https://data.cdc.gov/resource/ddsk-zebd.csv,ddsk-zebd,National Center for Health Statistics,"infant mortality rates, nchs, race, united states","nchs - infant mortality rates, by race: united states, 1915-2013"
https://data.cdc.gov/resource/dh32-cnpq.csv,dh32-cnpq,National Center for Health Statistics,"american indian or alaska native, asian, black or african american, death rates, drug overdose, health us, hispanic or latino, men, native hawaiian or other pacific islander, opioid, white, women","dqs drug overdose death rates, by drug type, sex, age, race, and hispanic origin: united states from cdc wonder"
https://data.cdc.gov/resource/dj4t-wmry.csv,dj4t-wmry,National Center for Health Statistics,"american indian or alaska native, asian or pacific islander, births, black or african american, child and adolescent, health risk factors, health us, hispanic or latino, state, white","dqs low birthweight live births, by race and hispanic origin of mother, state, and territory: united states and u.s. dependent areas"
https://data.cdc.gov/resource/djj9-kh3p.csv,djj9-kh3p,HHS,"coronavirus, covid-19, vaccine hesitancy",vaccine hesitancy for covid-19: public use microdata areas (pumas)
https://data.cdc.gov/resource/dmzy-x2ad.csv,dmzy-x2ad,National Center for Health Statistics,"african americans, age, alaskan natives, american natives, asian continental ancestry group, continental population groups, dental care, european continental ancestry group, health insurance, health us, hispanic americans, medicaid, medically uninsured, oceanic ancestry group, poverty, prescription drugs, prescriptions, schools, sdoh-access-to-health-care, sdoh-higher-eduaction, sdoh-high-school, sdoh-poverty-income, sex","delay or nonreceipt of needed medical care, prescription drugs, or dental care during the past 12 months due to cost: united states"
https://data.cdc.gov/resource/dnxe-zgxs.csv,dnxe-zgxs,CDC,"abuse, alcohol use, breastfeeding, contraception, infant health, medicaid, mental health, morbidity, obesity, preconception health, pregnancy history, prenatal care, reproductive health, sleep behavior, smoke exposure, stress, tobacco use, unintended pregnancy, wic",cdc pramstat data for 2002
https://data.cdc.gov/resource/dqwm-pbi7.csv,dqwm-pbi7,data.cdc.gov,"air pollution, air quality, asthma, environmental health, national ambient air quality standards, national environmental health tracking network, particulate matter, pm2.5","daily county-level pm2.5 concentrations, 2001-2019"
https://data.cdc.gov/resource/dt66-w6m6.csv,dt66-w6m6,CDC,"case, community transmission, coronavirus, county, covid-19, laboratory, ncird-corvd",weekly covid-19 county level of community transmission as originally posted - archived
https://data.cdc.gov/resource/dtm2-meqi.csv,dtm2-meqi,National Center for Health Statistics,"all causes, deaths, drug overdose, monthly, mortality, nchs, nvss, provisional, sdoh-environmental, united states, urbanicity",provisional drug overdose deaths by urban/rural classification scheme for 12 month-ending december 2018-december 2020
https://data.cdc.gov/resource/e2d5-ggg7.csv,e2d5-ggg7,National Center for Health Statistics,"age, age group, death rates, deaths, hispanic origin, maternal causes, mortality, nchs, nvss, provisional, race, united states",vsrr provisional maternal death counts and rates
https://data.cdc.gov/resource/e539-uadk.csv,e539-uadk,CDC,"acs, estimates, places, sdoh, tract","sdoh measures for census tract, acs 2017-2021"
https://data.cdc.gov/resource/e8kx-wbww.csv,e8kx-wbww,National Center for Health Statistics,"age, birth rate, ethnicity, hispanic origin, nchs, race, united states","nchs - teen birth rates for females by age group, race, and hispanic origin: united states"
https://data.cdc.gov/resource/ea3z-m7eh.csv,ea3z-m7eh,data.cdc.gov,"cdc, centers for disease control and prevention","impaired driving death rate, by age and gender, 2012 & 2014, region 7 - kansas city"
https://data.cdc.gov/resource/ebbj-sh54.csv,ebbj-sh54,data.cdc.gov,"cdc, centers for disease control and prevention","impaired driving death rate, by age and gender, 2012 & 2014, all states"
https://data.cdc.gov/resource/edkk-ze78.csv,edkk-ze78,CDC,"acs, estimates, place, places, sdoh","sdoh measures for place, acs 2017-2021"
https://data.cdc.gov/resource/ee48-w5t6.csv,ee48-w5t6,data.cdc.gov,"adolescent vaccination, hepb, hpv, immunization, menacwy, mmr, sociodemographic data, td, tdap, teen vaccination, vaccination, vaccination coverage, vaxviews",vaccination coverage among adolescents (13-17 years)
https://data.cdc.gov/resource/efqg-e273.csv,efqg-e273,NCIRD,"adult, covid-19 vaccination, pregnancy, vsd",weekly covid-19 vaccination coverage among pregnant women by race and ethnicity
https://data.cdc.gov/resource/egm8-9wq7.csv,egm8-9wq7,CDC,"administration, coronavirus, covid-19, immunization, izdl, report date, vaccination","archive: covid-19 ltc program vaccinations and trends in the united states, jurisdiction"
https://data.cdc.gov/resource/en5r-5ds4.csv,en5r-5ds4,data.cdc.gov,"drought, environmental health","palmer drought severity index, 1895-2016"
https://data.cdc.gov/resource/escb-scz6.csv,escb-scz6,CDC,"cdc, office on smoking and health, osh, tobacco, youth tobacco sales",samhsa synar reports: youth tobacco sales
https://data.cdc.gov/resource/ese6-rqpq.csv,ese6-rqpq,CDC,"abuse, alcohol use, breastfeeding, contraception, infant health, medicaid, mental health, morbidity, obesity, preconception health, pregnancy history, prenatal care, reproductive health, sleep behavior, smoke exposure, stress, tobacco use, unintended pregnancy, wic",cdc pramstat data for 2011
https://data.cdc.gov/resource/exs3-hbne.csv,exs3-hbne,CDC,"age-adjusted, age group, coronavirus, covid-19, deaths, mortality, ncird-corvd, race and ethnicity, sex","monthly covid-19 death rates per 100,000 population by age group, race and ethnicity, sex, and region with double stratification"
https://data.cdc.gov/resource/ey8b-ejrf.csv,ey8b-ejrf,CDC,"art, assisted reproductive technology, clinic, fertility, infertility, services, success rates",2021 final assisted reproductive technology (art) success rates
https://data.cdc.gov/resource/f3a8-hmpp.csv,f3a8-hmpp,National Center for Health Statistics,"healthy people 2020, sdoh-access-to-health-care",healthy people 2020 foundation health measures
https://data.cdc.gov/resource/fcqm-xrf4.csv,fcqm-xrf4,data.cdc.gov,"air pollution, asthma, environmental health, particulate matter, pm2.5","daily census tract-level pm2.5 concentrations, 2011-2014"
https://data.cdc.gov/resource/fdpm-fddm.csv,fdpm-fddm,National Center for Health Statistics,"health disparities, healthy people 2020, sdoh-access-to-health-care, sdoh-civic-participation, sdoh-crime-violence, sdoh-discrimination, sdoh-early-childhood, sdoh-employment, sdoh-environmental, sdoh-food-access, sdoh-food-insecurity, sdoh-health-literacy, sdoh-higher-education, sdoh-high-school, sdoh-housing-quality, sdoh-housing-stability, sdoh-incarceration, sdoh-language, sdoh-literacy, sdoh-poverty-income, sdoh-racism, sdoh-social-emotional, sdoh-source-of-health-care, sdoh-transportation, sdoh-use-of-health-care, sdoh-workplace",healthy people 2020 overview of health disparities
https://data.cdc.gov/resource/fdyw-m38t.csv,fdyw-m38t,data.cdc.gov,"environmental health, skin cancer, sunlight, total solar irradiance","population-weighted global horizontal irradiance, 1991-2012"
https://data.cdc.gov/resource/feiy-rryn.csv,feiy-rryn,National Center for Health Statistics,"cultural-health-beliefs, health-practices, namcs, office-based physicians, physicians, preferred-languages, research-data-center","national ambulatory medical care survey: culturally and linguistically appropriate services supplement, 2016 restricted-data"
https://data.cdc.gov/resource/fj6s-ssz6.csv,fj6s-ssz6,data.cdc.gov,"cdc, centers for disease control and prevention","motor vehicle occupant death rate, by age and gender, 2012 & 2014, region 2 - new york"
https://data.cdc.gov/resource/fpqb-s69d.csv,fpqb-s69d,data.cdc.gov,"air pollution, asthma, environmental health, particulate matter, pm2.5","daily census tract-level pm2.5 concentrations, 2006-2010"
https://data.cdc.gov/resource/fpsi-y8tj.csv,fpsi-y8tj,data.cdc.gov,"deaths, drug overdose, firearm injury, homicide, mortality, nchs, suicide","mapping injury, overdose, and violence - state"
https://data.cdc.gov/resource/g4jn-64pd.csv,g4jn-64pd,NCIRD,"pregnancy, rsv, vsd",weekly respiratory syncytial virus (rsv) vaccination coverage among pregnant women by race and ethnicity
https://data.cdc.gov/resource/g57i-yx3r.csv,g57i-yx3r,NCIRD,"flu, flu vaccination, influenza","weekly cumulative influenza vaccination coverage, by flu season and race/ethnicity, medicare fee-for-service beneficiaries aged ≥65 years, united states"
https://data.cdc.gov/resource/g6qk-ngsf.csv,g6qk-ngsf,National Center for Health Statistics,"births, nchs, nonmarital, united states",nchs - births to unmarried women by age group: united states
https://data.cdc.gov/resource/g76d-z8vy.csv,g76d-z8vy,National Center for Health Statistics,"anxiety, covid-19, depression, missed healthcare, research-data-center, sdoh-access-to-health-care, sdoh-employment, sdoh-higher-education, sdoh-high-school, sdoh-poverty-income, sdoh-social-emotional, sdoh-source-of-health-care, sdoh-transportation, sdoh-use-of-health-care, sdoh-workplace, telemedicine",nchs research and development survey (rands) round 2 during covid-19 probability sampled restricted file
https://data.cdc.gov/resource/g9dy-mhts.csv,g9dy-mhts,CDC,"cessation, cigarette, cigarette use, current, fact sheet, high school, infographic, middle school, nyts, office on smoking and health, osh, prevalence, quit, smokeless, smoker, smoking, smoking status, state system, survey, tobacco, tobacco use, youth",youth and tobacco use infographic
https://data.cdc.gov/resource/gb4e-yj24.csv,gb4e-yj24,National Center for Health Statistics,"county, deaths, drug, drug overdose, monthly, mortality, nchs, nvss, provisional, sdoh-environmental, united states, vsrr",vsrr provisional county-level drug overdose death counts
https://data.cdc.gov/resource/gn5f-ec35.csv,gn5f-ec35,National Center for Health Statistics,"chronic conditions, food security, health behaviors, health insurance, o	anxiety, physical activity, research-data-center, sdoh-access-to-health-care, sdoh-employment, sdoh-food-access, sdoh-food-insecurity, sdoh-higher-education, sdoh-high-school, sdoh-poverty-income, sdoh-workplace",nchs research and development survey (rands) round 1 restricted file
https://data.cdc.gov/resource/gpsd-ru5i.csv,gpsd-ru5i,National Center for Health Statistics,"nhis, sdoh-access-to-health-care, sdoh-employment, sdoh-food-access, sdoh-food-insecurity, sdoh-higher-education, sdoh-housing-stability, sdoh-poverty-income, sdoh-source-of-health-care, sdoh-use-of-health-care, sdoh-workplace, summary health statistics",dqs nhis adult summary statistics footnotes
https://data.cdc.gov/resource/gxj9-t96f.csv,gxj9-t96f,CDC,"administration, cases, coronavirus, covid-19, immunization, izdl, report date, vaccination","archive: covid-19 vaccination and case trends by age group, united states"
https://data.cdc.gov/resource/h28b-t43q.csv,h28b-t43q,data.cdc.gov,"environmental health, skin cancer, solar radiation, ultraviolet","population-weighted ultraviolet irradiance, 2004-2015"
https://data.cdc.gov/resource/h5rx-ppfj.csv,h5rx-ppfj,data.cdc.gov,"linked ndi data, namcs, research-data-center, sdoh-access-to-health-care, sdoh-source-of-health-care, sdoh-use-of-health-care",national ambulatory medical care survey (namcs) linked to national death index (ndi) data
https://data.cdc.gov/resource/h7xa-837u.csv,h7xa-837u,National Center for Health Statistics,"covid-19, sdoh-use-of-health-care, telemedicine",telemedicine use in the last 4 weeks
https://data.cdc.gov/resource/hdja-ybdg.csv,hdja-ybdg,National Center for Health Statistics,"adults, american indian or alaska native, asian, black or african american, children and adolescents, education, female, functional limitation status, health insurance, hispanic or latino, male, medicaid, metropolitan and nonmetropolitan, mexican, multiple race, native hawaiian or other pacific islander, poverty, region, rural population, urban population, white","dqs medicaid coverage among persons under age 65, by selected characteristics: united states"
https://data.cdc.gov/resource/hdy7-e2a3.csv,hdy7-e2a3,National Center for Health Statistics,"hispanic women, nchs, pregnancy rate, united states","nchs - pregnancy rates, by age for hispanic women: united states, 1990-2010"
https://data.cdc.gov/resource/hf2a-3ebq.csv,hf2a-3ebq,data.cdc.gov,"air pollution, air quality, asthma, environmental health, national ambient air quality standards, national environmental health tracking network, ozone","daily census tract-level ozone concentrations, 2016 - 2020"
https://data.cdc.gov/resource/hgv5-3wrn.csv,hgv5-3wrn,CDC,"legislation, osh, policy, state system, tobacco, youth access",cdc state system tobacco legislation - youth access
https://data.cdc.gov/resource/hjax-h34q.csv,hjax-h34q,data.cdc.gov,"2019, malaria, measles imported, measles indigenous, nedss, netss, nndss, wonder","nndss - table 1v. malaria to measles, imported"
https://data.cdc.gov/resource/hm3s-vk7u.csv,hm3s-vk7u,Environmental Public Health Tracking,"covid-19, executive order, government order, legal epidemiology, mitigation, proclamation, public health order, shelter-in-place, social distancing, stay-at-home","u.s. state and territorial stay-at-home orders: march 15, 2020 – may 31, 2021 by county by day"
https://data.cdc.gov/resource/hn4x-zwk7.csv,hn4x-zwk7,CDC,"adults, brfss, dnpao, fruit, nutrition, obesity, overweight, physical activity, vegetables, walking","nutrition, physical activity, and obesity - behavioral risk factor surveillance system"
https://data.cdc.gov/resource/hp6w-4ap6.csv,hp6w-4ap6,data.cdc.gov,youth risk behavior risk surveillance school-based surveillance,yrbs state tobacco variables  2013 - v2
https://data.cdc.gov/resource/hrdz-jaxc.csv,hrdz-jaxc,data.cdc.gov,"case, community transmission, coronavirus, county, covid-19, laboratory, ncird-corvd","covid-19 weekly cases and deaths by age, race/ethnicity, and sex - archived"
https://data.cdc.gov/resource/hzd8-r9mj.csv,hzd8-r9mj,National Center for Health Statistics,"age, births, nchs, nonmarital, percent distribution",nchs - percent distribution of births to unmarried women by age group: united states
https://data.cdc.gov/resource/i6ej-9eac.csv,i6ej-9eac,National Center for Health Statistics,"all causes, coronavirus, covid-19, deaths, education, hispanic origin, mortality, nchs, nvss, provisional, race, sdoh-higher-education, sdoh-high-school, united states",ah provisional covid-19 deaths by race and educational attainment
https://data.cdc.gov/resource/i6u4-y3g4.csv,i6u4-y3g4,CDC,"acs, county, estimates, places, sdoh","sdoh measures for county, acs 2017-2021"
https://data.cdc.gov/resource/ic32-yq9m.csv,ic32-yq9m,National Center for Health Statistics,"health statistics, nchs, nhanes, nutrition, research-data-center, sdoh-access-to-health-care, sdoh-civic-participation, sdoh-employment, sdoh-environmental, sdoh-food-access, sdoh-food-insecurity, sdoh-health-literacy, sdoh-higher-education, sdoh-high-school, sdoh-housing-quality, sdoh-language, sdoh-poverty-income, sdoh-social-emotional, sdoh-source-of-health-care, sdoh-transportation, sdoh-use-of-health-care, sdoh-workplace, surveillance, survey",national health and nutrition examination survey (nhanes) restricted data: prior to 1999
https://data.cdc.gov/resource/ihtq-qs57.csv,ihtq-qs57,National Center for Health Statistics,"births, cohabitation, contraception, health, infertility, marriage, pregnancy, sdoh-access-to-health-care, sdoh-employment, sdoh-food-access, sdoh-food-insecurity, sdoh-health-literacy, sdoh-higher-education, sdoh-high-school, sdoh-housing-stability, sdoh-incarceration, sdoh-language, sdoh-poverty-income, sdoh-use-of-health-care, survey",national survey of family growth 2017-2019 public-use files
https://data.cdc.gov/resource/it4f-frdc.csv,it4f-frdc,National Center for Health Statistics,"deaths, life expectancy, mortality, nchs, nvss, sex, state, united states","u.s. state life expectancy by sex, 2021"
https://data.cdc.gov/resource/ite7-j2w7.csv,ite7-j2w7,National Center for Health Statistics,"all causes, coronavirus, county, covid-19, deaths, mortality, nchs, nvss, provisional, sdoh-environmental, united states, weekly","ah covid-19 death counts by county and week, 2020-present"
https://data.cdc.gov/resource/ix4g-rt8v.csv,ix4g-rt8v,CDC,"art, assisted reproductive technology, clinic, fertility, infertility, services, success rates",2022 final assisted reproductive technology (art) services and profiles
https://data.cdc.gov/resource/j32a-sa6u.csv,j32a-sa6u,CDC,"behavioral, brfss, mmsa, risk, smart, survey",behavioral risk factors: selected metropolitan area risk trends (smart) mmsa prevalence data (2011 to present)
https://data.cdc.gov/resource/j8jk-5ztv.csv,j8jk-5ztv,data.cdc.gov,"adults, brfss, current smokers",brfss prevalence and trends data: tobacco use - adults who are current smokers for 1995-2010
https://data.cdc.gov/resource/jb9g-gnvr.csv,jb9g-gnvr,National Center for Health Statistics,"covid-19, private coverage, public coverage, sdoh-access-to-health-care, uninsured",indicators of health insurance coverage at the time of interview
https://data.cdc.gov/resource/jcn4-jcv5.csv,jcn4-jcv5,data.cdc.gov,"air pollution, air quality, •	asthma, environmental health, national ambient air quality standards, national environmental health tracking network, ozone","daily county-level ozone concentrations, 2001-2019"
https://data.cdc.gov/resource/jf8m-mtc3.csv,jf8m-mtc3,data.cdc.gov,"2019, malaria, measles imported, measles indigenous, nedss, netss, nndss, wonder","nndss - table 1v. malaria to measles, imported"
